Linux 5.4.0-216-generic (cloud3gxie) 	09/22/25 	_x86_64_	(4 CPU)

22:56:45     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
22:59:18     all    5.75   91.75    0.25    0.00    0.00    0.00    0.00    0.00    0.00    2.25
22:59:19     all    2.02   97.98    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
22:59:20     all    3.99   95.01    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.50
22:59:21     all   15.75   75.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    9.25
22:59:22     all    2.25   97.25    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.00
22:59:23     all    3.26   95.24    0.25    0.00    0.00    0.00    0.00    0.00    0.00    1.25
22:59:24     all    2.26   96.74    0.50    0.00    0.00    0.00    0.00    0.00    0.00    0.50
22:59:25     all    5.00   95.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
22:59:26     all    4.99   91.02    0.00    0.00    0.00    0.00    0.25    0.00    0.00    3.74
22:59:27     all    2.24   96.76    0.50    0.00    0.00    0.25    0.00    0.00    0.00    0.25
22:59:28     all    4.48   86.82    0.75    0.00    0.00    0.00    0.25    0.00    0.00    7.71
22:59:29     all    2.51   97.24    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.25
22:59:30     all    4.53   83.38    0.25    0.00    0.00    0.00    0.00    0.00    0.00   11.84
22:59:31     all    2.24   97.26    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.25
22:59:32     all    6.55   92.44    0.76    0.00    0.00    0.00    0.00    0.00    0.00    0.25
22:59:33     all    0.75   98.50    0.25    0.00    0.00    0.00    0.00    0.00    0.00    0.50
22:59:34     all    2.51   95.24    0.25    0.00    0.00    0.00    0.00    0.00    0.00    2.01
22:59:35     all    3.71   94.31    0.25    0.00    0.00    0.00    0.00    0.00    0.00    1.73
22:59:36     all    3.74   93.52    0.25    0.00    0.00    0.00    0.00    0.00    0.00    2.49
